Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT,TotPop,MalePop,FemalePop,AvgHHSize,MedianHHIncome
36081015000,14000US36081015000,"Census Tract 150, Queens County, New York","Census Tract 150, Queens County, New York",ny,140,0,ACSSF,6639,36,81,15000,2799,1464,1335,4.46,72719
36081015100,14000US36081015100,"Census Tract 151, Queens County, New York","Census Tract 151, Queens County, New York",ny,140,0,ACSSF,6640,36,81,15100,2455,1162,1293,2.18,69519
36081015200,14000US36081015200,"Census Tract 152, Queens County, New York","Census Tract 152, Queens County, New York",ny,140,0,ACSSF,6641,36,81,15200,3037,1553,1484,3.96,56522
36081015300,14000US36081015300,"Census Tract 153, Queens County, New York","Census Tract 153, Queens County, New York",ny,140,0,ACSSF,6642,36,81,15300,2018,1036,982,2.2,60577
36081015400,14000US36081015400,"Census Tract 154, Queens County, New York","Census Tract 154, Queens County, New York",ny,140,0,ACSSF,6643,36,81,15400,2637,1327,1310,4.15,61815
36081015500,14000US36081015500,"Census Tract 155, Queens County, New York","Census Tract 155, Queens County, New York",ny,140,0,ACSSF,6644,36,81,15500,2471,1305,1166,2.68,76319
36081015600,14000US36081015600,"Census Tract 156, Queens County, New York","Census Tract 156, Queens County, New York",ny,140,0,ACSSF,6645,36,81,15600,3284,1647,1637,3.9,61917
36081015700,14000US36081015700,"Census Tract 157, Queens County, New York","Census Tract 157, Queens County, New York",ny,140,0,ACSSF,6646,36,81,15700,1486,854,632,2.37,54792
36081015801,14000US36081015801,"Census Tract 158.01, Queens County, New York","Census Tract 158.01, Queens County, New York",ny,140,0,ACSSF,6647,36,81,15801,3782,1852,1930,4.04,62625
36081015802,14000US36081015802,"Census Tract 158.02, Queens County, New York","Census Tract 158.02, Queens County, New York",ny,140,0,ACSSF,6648,36,81,15802,4722,2406,2316,3.82,64219
36081015900,14000US36081015900,"Census Tract 159, Queens County, New York","Census Tract 159, Queens County, New York",ny,140,0,ACSSF,6649,36,81,15900,3948,1952,1996,2.17,51397
36081016100,14000US36081016100,"Census Tract 161, Queens County, New York","Census Tract 161, Queens County, New York",ny,140,0,ACSSF,6650,36,81,16100,2482,1315,1167,3.07,51964
36081016300,14000US36081016300,"Census Tract 163, Queens County, New York","Census Tract 163, Queens County, New York",ny,140,0,ACSSF,6651,36,81,16300,3558,1456,2102,2.1,20920
36081016400,14000US36081016400,"Census Tract 164, Queens County, New York","Census Tract 164, Queens County, New York",ny,140,0,ACSSF,6652,36,81,16400,3852,2082,1770,4.42,76414
36081016600,14000US36081016600,"Census Tract 166, Queens County, New York","Census Tract 166, Queens County, New York",ny,140,0,ACSSF,6653,36,81,16600,3585,1921,1664,3.56,56852
36081016800,14000US36081016800,"Census Tract 168, Queens County, New York","Census Tract 168, Queens County, New York",ny,140,0,ACSSF,6654,36,81,16800,3314,1699,1615,3.79,82700
36081016900,14000US36081016900,"Census Tract 169, Queens County, New York","Census Tract 169, Queens County, New York",ny,140,0,ACSSF,6655,36,81,16900,6038,3020,3018,2.42,56541
36081017000,14000US36081017000,"Census Tract 170, Queens County, New York","Census Tract 170, Queens County, New York",ny,140,0,ACSSF,6656,36,81,17000,2800,1359,1441,3.9,75100
36081017100,14000US36081017100,"Census Tract 171, Queens County, New York","Census Tract 171, Queens County, New York",ny,140,0,ACSSF,6657,36,81,17100,0,0,0,,
36081017200,14000US36081017200,"Census Tract 172, Queens County, New York","Census Tract 172, Queens County, New York",ny,140,0,ACSSF,6658,36,81,17200,2115,978,1137,3.38,63920
36081017400,14000US36081017400,"Census Tract 174, Queens County, New York","Census Tract 174, Queens County, New York",ny,140,0,ACSSF,6659,36,81,17400,2474,1168,1306,3.5,63173
36081017600,14000US36081017600,"Census Tract 176, Queens County, New York","Census Tract 176, Queens County, New York",ny,140,0,ACSSF,6660,36,81,17600,2423,1162,1261,3.85,62337
36081017800,14000US36081017800,"Census Tract 178, Queens County, New York","Census Tract 178, Queens County, New York",ny,140,0,ACSSF,6661,36,81,17800,2284,1129,1155,3.73,56667
